,time,latitude,longitude,depth,mag,id,updated,place,type,horizontalError,depthError,magError,state
867,2021-01-17T15:34:29.790Z,33.8035,-117.646,6.79,1.52,ci39759944,2021-01-17T15:45:06.490Z,"10km SW of Corona, CA",earthquake,0.23,0.54,0.153, CA
868,2021-01-17T15:37:34.160Z,33.9751667,-116.8376667,16.13,1.06,ci39759952,2021-01-17T15:41:20.084Z,"7km NNE of Banning, CA",earthquake,0.39,1.08,0.16699999999999998, CA
869,2021-01-17T15:38:23.870Z,33.9728333,-116.8541667,21.18,1.17,ci39759960,2021-01-17T15:42:05.087Z,"6km NNE of Banning, CA",earthquake,0.44,0.89,0.145, CA
872,2021-01-17T15:43:26.880Z,33.970665000000004,-117.5074997,18.79,1.23,ci39759968,2021-01-17T15:45:45.138Z,"3km SSE of Mira Loma, CA",earthquake,1.18,1.57,0.5429999999999999, CA
873,2021-01-17T15:43:27.040Z,33.9876667,-117.51,18.57,1.39,ci39759968,2021-01-17T15:47:20.968Z,"1km SE of Mira Loma, CA",earthquake,1.38,1.59,0.219, CA
874,2021-01-17T15:45:52.780Z,38.833168,-122.8176651,2.01,0.56,nc73512615,2021-01-17T15:55:07.559Z,"8km NW of The Geysers, CA",earthquake,0.32,0.91,, CA
880,2021-01-17T16:08:28.740Z,33.0473333,-115.5795,4.4,1.19,ci39759976,2021-01-17T16:12:02.051Z,"4km ENE of Westmorland, CA",earthquake,0.46,0.54,0.14, CA
882,2021-01-17T16:13:37.920Z,38.8149986,-122.8271637,1.57,0.56,nc73512625,2021-01-17T16:15:14.874Z,"7km NW of The Geysers, CA",earthquake,0.41,0.97,, CA
886,2021-01-17T16:59:48.710Z,33.034,-116.4285,7.12,1.0,ci39760000,2021-01-17T17:03:33.696Z,"17km ESE of Julian, CA",earthquake,0.37,2.42,0.21, CA
888,2021-01-17T17:15:00.150Z,33.650833299999995,-116.7005,13.22,0.62,ci39760008,2021-01-17T17:18:41.759Z,"10km S of Idyllwild, CA",earthquake,0.29,0.52,0.211, CA
896,2021-01-17T18:04:35.860Z,33.468,-116.79416670000002,11.01,0.72,ci39760024,2021-01-17T18:08:23.791Z,"7km ENE of Aguanga, CA",earthquake,1.01,3.32,0.218, CA
897,2021-01-17T18:11:14.190Z,33.5998333,-116.796,5.25,0.48,ci39760032,2021-01-17T18:14:57.702Z,"12km WNW of Anza, CA",earthquake,0.53,0.75,0.222, CA
905,2021-01-17T18:58:29.680Z,38.8273315,-122.814003,2.16,0.7,nc73512640,2021-01-17T19:08:05.656Z,"8km NW of The Geysers, CA",earthquake,0.24,0.52,0.18, CA
910,2021-01-17T19:39:48.980Z,34.104,-116.6161667,1.49,1.04,ci39760048,2021-01-17T19:43:26.646Z,"7km NNW of Morongo Valley, CA",earthquake,0.47,0.81,0.129, CA
921,2021-01-17T20:41:11.360Z,32.7885,-115.45716670000002,8.33,1.99,ci39760072,2021-01-17T20:45:05.033Z,"8km WSW of Holtville, CA",earthquake,0.48,1.17,0.161, CA
923,2021-01-17T20:51:13.340Z,32.7443333,-115.8153333,8.56,1.22,ci39760080,2021-01-17T20:54:53.098Z,"17km E of Ocotillo, CA",earthquake,0.38,2.17,0.297, CA
925,2021-01-17T21:14:55.210Z,38.8196678,-122.7641678,1.58,0.54,nc73512675,2021-01-17T21:16:30.081Z,"4km W of Cobb, CA",earthquake,0.44,0.61,0.03, CA
927,2021-01-17T21:18:57.030Z,38.7896652,-122.7614975,0.44,1.01,nc73512680,2021-01-17T21:20:34.948Z,"1km NNW of The Geysers, CA",earthquake,0.26,0.49,0.23, CA
928,2021-01-17T21:19:48.060Z,38.788166,-122.7681656,2.19,0.78,nc73512685,2021-01-17T21:21:24.876Z,"2km NW of The Geysers, CA",earthquake,0.29,0.57,0.1, CA
930,2021-01-17T21:37:52.650Z,39.5553322,-123.3336639,8.57,1.68,nc73512695,2021-01-17T21:48:05.750Z,"13km NNE of Brooktrails, CA",earthquake,0.33,0.92,0.2, CA
935,2021-01-17T22:19:39.720Z,33.223833299999995,-116.735,10.22,0.79,ci39760120,2021-01-17T22:23:26.663Z,"3km SE of Lake Henshaw, CA",earthquake,0.34,0.6,0.133, CA
937,2021-01-17T22:53:09.600Z,36.0065,-117.3625,2.34,1.19,ci39760144,2021-01-17T22:56:47.036Z,"27km N of Searles Valley, CA",earthquake,0.46,0.63,0.222, CA
938,2021-01-17T22:53:47.540Z,38.8354988,-122.7570038,0.73,0.4,nc73512705,2021-01-17T22:55:24.923Z,"3km WNW of Cobb, CA",earthquake,0.48,0.58,0.17, CA
943,2021-01-17T22:57:11.200Z,38.8354988,-122.7578354,0.52,0.89,nc73512710,2021-01-17T23:11:06.318Z,"3km WNW of Cobb, CA",earthquake,0.38,0.62,0.21, CA
955,2021-01-17T23:08:16.490Z,38.833168,-122.8160019,1.56,0.9,nc73512715,2021-01-17T23:09:55.643Z,"8km NW of The Geysers, CA",earthquake,0.18,0.32,0.11, CA
959,2021-01-17T23:10:17.200Z,38.8353348,-122.8183365,0.9,0.56,nc73512720,2021-01-17T23:11:54.839Z,"8km W of Cobb, CA",earthquake,0.34,0.97,, CA
960,2021-01-17T23:10:31.160Z,38.8338318,-122.7561646,0.25,1.96,nc73512725,2021-01-17T23:12:09.945Z,"3km WNW of Cobb, CA",earthquake,0.19,0.41,0.09, CA
961,2021-01-17T23:12:37.660Z,38.82433320000001,-122.7805023,1.74,0.85,nc73512730,2021-01-17T23:14:15.185Z,"5km W of Cobb, CA",earthquake,0.21,0.38,0.14, CA
964,2021-01-17T23:17:05.760Z,33.0446667,-116.0206667,2.54,1.53,ci39760152,2021-01-17T23:20:51.044Z,"15km SE of Ocotillo Wells, CA",earthquake,0.28,0.77,0.201, CA
984,2021-01-17T23:41:58.620Z,36.02349849999999,-120.5876694,0.35,0.53,nc73512735,2021-01-17T23:51:06.532Z,"20km NW of Parkfield, CA",earthquake,0.46,1.95,0.17, CA
995,2021-01-18T00:09:24.570Z,39.0175018,-123.0800018,-0.65,2.44,nc73512740,2021-01-18T00:30:15.779Z,"14km W of Lakeport, CA",earthquake,0.47,3.59,0.13, CA
997,2021-01-18T00:25:15.370Z,39.020668,-123.0661697,10.02,1.87,nc73512745,2021-01-18T00:37:06.837Z,"13km W of Lakeport, CA",earthquake,0.48,3.42,0.22, CA
998,2021-01-18T00:27:29.620Z,35.0335,-117.6666667,0.28,1.28,ci39760168,2021-01-18T00:31:32.125Z,"4km NNW of Boron, CA",quarry blast,0.68,31.61,0.09, CA
1003,2021-01-18T00:49:07.890Z,38.78900150000001,-122.7323303,2.02,0.15,nc73512750,2021-01-18T00:50:45.403Z,"2km ENE of The Geysers, CA",earthquake,0.4,1.02,0.07, CA
1007,2021-01-18T00:52:38.500Z,33.5985,-116.8075,6.56,0.31,ci39760200,2021-01-18T00:58:49.994Z,"13km WNW of Anza, CA",earthquake,0.41,0.5,0.23, CA
1010,2021-01-18T00:59:12.160Z,38.840332,-122.8766632,2.46,0.34,nc73512755,2021-01-18T01:09:07.078Z,"13km NW of The Geysers, CA",earthquake,0.32,0.57,0.25, CA
1012,2021-01-18T01:01:00.890Z,35.9843333,-117.4693333,2.19,0.56,ci39760216,2021-01-18T01:04:31.441Z,"25km NNW of Searles Valley, CA",earthquake,0.47,0.35,0.118, CA
1013,2021-01-18T01:04:00.910Z,33.9655,-117.2575,19.03,0.89,ci39760224,2021-01-18T01:07:50.012Z,"5km NNW of Moreno Valley, CA",earthquake,1.2,0.9,0.168, CA
1017,2021-01-18T01:12:47.910Z,39.0213318,-123.08116909999998,-0.16,2.91,nc73512770,2021-01-18T01:36:05.731Z,"14km W of Lakeport, CA",earthquake,0.56,4.63,0.14, CA
1025,2021-01-18T02:08:44.490Z,33.4841667,-116.4725,13.02,1.11,ci39760264,2021-01-18T02:19:08.210Z,"20km ESE of Anza, CA",earthquake,0.27,0.49,0.118, CA
1028,2021-01-18T02:18:11.400Z,33.9391667,-117.3023333,5.02,0.57,ci39760272,2021-01-18T02:21:57.348Z,"6km NW of March Air Reserve Base, CA",earthquake,1.13,2.14,0.18, CA
1029,2021-01-18T02:32:18.980Z,35.90833329999999,-117.679,9.46,0.64,ci39760280,2021-01-18T02:35:53.644Z,"21km E of Little Lake, CA",earthquake,0.19,0.5,0.187, CA
1030,2021-01-18T02:43:57.850Z,40.5961685,-121.8178329,3.42,1.78,nc73512780,2021-01-18T02:45:35.432Z,"13km NNE of Shingletown, CA",earthquake,1.02,4.32,0.13, CA
1032,2021-01-18T02:50:29.200Z,36.1275,-117.9158333,3.26,1.57,ci39760288,2021-01-18T03:01:18.970Z,"10km NNE of Coso Junction, CA",earthquake,0.29,0.72,0.192, CA
1033,2021-01-18T02:54:46.550Z,35.7703333,-117.618,1.28,1.56,ci39760304,2021-01-18T02:58:38.749Z,"17km NNE of Ridgecrest, CA",earthquake,0.27,0.41,0.101, CA
1036,2021-01-18T03:08:57.390Z,38.83499910000001,-122.7850037,1.9,1.31,nc73512785,2021-01-18T03:10:35.886Z,"6km WNW of Cobb, CA",earthquake,0.6,1.06,0.01, CA
1042,2021-01-18T04:25:53.290Z,33.9838333,-116.8045,17.51,0.88,ci39760328,2021-01-18T04:29:30.928Z,"8km NNW of Cabazon, CA",earthquake,0.26,0.71,0.147, CA
1043,2021-01-18T04:32:44.710Z,35.6956673,-120.9941635,7.12,1.81,nc73512795,2021-01-18T05:19:06.461Z,"11km WSW of Lake Nacimiento, CA",earthquake,0.81,3.59,0.25, CA
1044,2021-01-18T04:43:45.290Z,34.0526667,-116.639,12.09,1.68,ci39760344,2021-01-18T04:47:37.815Z,"5km W of Morongo Valley, CA",earthquake,0.24,0.58,0.131, CA
1049,2021-01-18T05:03:31.450Z,38.8301659,-122.8066635,1.74,0.56,nc73512805,2021-01-18T05:15:07.434Z,"7km W of Cobb, CA",earthquake,0.31,0.83,, CA
1050,2021-01-18T06:32:31.350Z,38.7623329,-122.7336655,0.97,0.92,nc73512825,2021-01-18T06:43:06.951Z,"3km SE of The Geysers, CA",earthquake,0.29,0.36,0.16, CA
1051,2021-01-18T06:37:15.300Z,33.2605,-116.2408333,5.53,0.74,ci39760384,2021-01-18T06:40:50.478Z,"12km E of Borrego Springs, CA",earthquake,0.35,0.76,0.139, CA
1052,2021-01-18T06:49:04.920Z,38.8338318,-122.8170013,1.32,0.35,nc73512830,2021-01-18T07:11:40.402Z,"8km NW of The Geysers, CA",earthquake,0.31,1.41,, CA
1057,2021-01-18T07:03:10.160Z,35.7401667,-117.5328333,7.69,0.65,ci39760400,2021-01-18T07:06:36.646Z,"12km WSW of Searles Valley, CA",earthquake,0.53,1.37,0.16899999999999998, CA
1059,2021-01-18T07:10:02.570Z,36.595665,-121.0653305,9.28,1.7,nc73512840,2021-01-18T07:20:06.149Z,"10km NE of Pinnacles, CA",earthquake,0.5,0.79,0.21, CA
1060,2021-01-18T07:14:04.990Z,34.5935,-118.8808333,-0.23,1.39,ci39760408,2021-01-18T07:17:56.729Z,"21km NNW of Piru, CA",earthquake,0.5,31.61,0.189, CA
1061,2021-01-18T07:14:56.170Z,38.8398323,-122.8756638,2.55,0.59,nc73512845,2021-01-18T07:16:35.096Z,"12km NW of The Geysers, CA",earthquake,0.28,0.82,, CA
1062,2021-01-18T08:26:21.240Z,36.126,-117.9183333,5.07,1.13,ci39760432,2021-01-18T08:30:08.279Z,"9km NNE of Coso Junction, CA",earthquake,0.47,0.97,0.22, CA
1063,2021-01-18T08:26:36.510Z,36.1246667,-117.9125,5.09,1.58,ci39760440,2021-01-18T08:30:25.279Z,"9km NNE of Coso Junction, CA",earthquake,0.32,0.7,0.218, CA
1067,2021-01-18T08:46:13.280Z,36.1295,-117.90666670000002,5.29,1.32,ci39760448,2021-01-18T08:49:46.380Z,"10km NNE of Coso Junction, CA",earthquake,0.45,0.85,0.211, CA
1068,2021-01-18T09:01:37.600Z,37.3613319,-122.1348343,4.65,2.24,nc73512880,2021-01-18T09:13:08.788Z,"2km S of Los Altos Hills, CA",earthquake,0.28,0.39,0.13, CA
1071,2021-01-18T09:09:22.700Z,38.841835,-122.841835,2.23,0.58,nc73512890,2021-01-18T09:11:00.460Z,"10km NW of The Geysers, CA",earthquake,0.53,0.87,, CA
1074,2021-01-18T09:23:12.380Z,37.9116669,-118.5406647,2.86,1.77,nc73512900,2021-01-18T09:24:49.887Z,"41km NNE of Toms Place, CA",earthquake,0.84,7.03,0.27, CA
1076,2021-01-18T09:32:02.550Z,33.6591667,-116.7145,16.89,1.1,ci39760456,2021-01-18T09:43:03.120Z,"9km S of Idyllwild, CA",earthquake,0.24,0.45,0.228, CA
1079,2021-01-18T09:41:59.790Z,36.04133220000001,-121.0319977,9.26,1.06,nc73512905,2021-01-18T09:43:35.294Z,"10km S of San Lucas, CA",earthquake,0.92,0.84,0.39, CA
1081,2021-01-18T10:05:46.460Z,33.645166700000004,-116.7973333,12.27,0.38,ci39760464,2021-01-18T10:09:30.892Z,"13km SW of Idyllwild, CA",earthquake,0.37,0.61,0.166, CA
1082,2021-01-18T10:06:05.570Z,36.62116620000001,-121.2741699,13.4,1.71,nc73512915,2021-01-18T10:13:55.274Z,"15km NW of Pinnacles, CA",earthquake,0.96,1.28,0.2, CA
1084,2021-01-18T10:13:03.680Z,33.2511667,-116.3053333,10.17,1.48,ci39760480,2021-01-18T10:17:07.966Z,"6km E of Borrego Springs, CA",earthquake,0.23,0.47,0.196, CA
1086,2021-01-18T10:27:07.270Z,35.8593333,-117.692,3.65,0.7,ci39760488,2021-01-18T10:30:54.605Z,"21km ESE of Little Lake, CA",earthquake,0.35,1.33,0.123, CA
1094,2021-01-18T10:58:56.150Z,33.5971667,-116.8005,6.19,0.3,ci39760496,2021-01-18T11:02:34.634Z,"13km WNW of Anza, CA",earthquake,0.27,0.5,0.128, CA
1096,2021-01-18T11:12:29.350Z,35.6141667,-117.3885,7.83,0.79,ci39760504,2021-01-18T11:16:13.309Z,"17km S of Trona, CA",earthquake,0.63,0.86,0.079, CA
1097,2021-01-18T11:12:29.380Z,35.60950089999999,-117.3973312,7.79,1.11,ci39760504,2021-01-18T11:14:34.141Z,"17km S of Trona, CA",earthquake,0.49,0.85,0.279, CA
1106,2021-01-19T16:48:38.870Z,32.8098333,-115.684,5.98,2.04,ci39761136,2021-01-19T16:52:34.668Z,"12km WSW of Imperial, CA",earthquake,0.37,1.18,0.279, CA
1109,2021-01-19T17:56:00.680Z,37.4980011,-118.8988342,13.59,1.91,nc73513430,2021-01-19T17:59:18.615Z,"17km SSE of Mammoth Lakes, CA",earthquake,0.32,1.07,0.21, CA
1110,2021-01-19T18:52:30.250Z,33.9135,-117.68116670000002,15.29,1.33,ci39761928,2021-01-19T18:56:18.545Z,"11km S of Chino, CA",earthquake,0.55,1.0,0.345, CA
1111,2021-01-19T18:54:32.920Z,38.8095016,-122.7931671,2.49,1.61,nc73513445,2021-01-19T19:04:06.051Z,"5km NW of The Geysers, CA",earthquake,0.44,0.66,0.18, CA
1115,2021-01-19T19:51:21.550Z,35.90083329999999,-117.67683329999998,2.83,1.19,ci39762072,2021-01-19T19:55:08.781Z,"21km E of Little Lake, CA",earthquake,0.46,1.92,0.134, CA
1132,2021-01-19T23:16:19.220Z,33.2938333,-116.2806667,4.4,1.83,ci39762248,2021-01-19T23:20:16.331Z,"10km ENE of Borrego Springs, CA",earthquake,0.28,0.93,0.139, CA
1137,2021-01-20T00:14:44.680Z,32.7451667,-115.8255,8.58,1.25,ci39762264,2021-01-20T00:18:32.088Z,"16km E of Ocotillo, CA",earthquake,0.52,2.05,0.234, CA
1139,2021-01-20T00:18:51.380Z,35.7993317,-117.6214981,6.28,2.59,ci39762272,2021-01-20T00:20:57.995Z,"20km W of Searles Valley, CA",earthquake,0.25,0.77,0.212, CA
1140,2021-01-20T00:18:51.420Z,35.797,-117.62716670000002,5.91,2.59,ci39762272,2021-01-20T00:29:57.400Z,"20km NNE of Ridgecrest, CA",earthquake,0.24,0.62,0.115, CA
1141,2021-01-20T00:22:24.450Z,40.4623333,-121.6201667,18.16,1.1,nc73513570,2021-01-20T00:48:26.821Z,"8km SE of Viola, CA",earthquake,1.15,0.99,0.227, CA
1142,2021-01-20T00:31:03.810Z,35.034,-117.68,0.26,1.71,ci39762280,2021-01-20T00:35:23.788Z,"5km NW of Boron, CA",quarry blast,0.54,31.61,0.106, CA
1145,2021-01-20T00:35:52.040Z,37.5891667,-119.00983329999998,1.99,0.4,nc73513580,2021-01-20T01:05:06.144Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.53,0.4,0.134, CA
1148,2021-01-20T01:08:12.070Z,37.5745,-118.8601667,2.71,0.46,nc73513590,2021-01-20T01:20:03.342Z,"13km ESE of Mammoth Lakes, CA",earthquake,1.36,1.09,0.102, CA
1151,2021-01-20T01:30:00.610Z,36.8806648,-121.6146698,6.57,1.95,nc73513600,2021-01-20T01:31:38.967Z,"3km ESE of Aromas, CA",earthquake,0.27,0.65,0.26, CA
1157,2021-01-20T01:57:31.190Z,38.78766629999999,-122.7666702,2.61,0.56,nc73513610,2021-01-20T01:59:07.059Z,"2km NW of The Geysers, CA",earthquake,0.43,1.36,, CA
1158,2021-01-20T01:58:23.890Z,35.9523333,-117.4645,2.65,1.74,ci39762296,2021-01-20T02:02:18.379Z,"21km NNW of Searles Valley, CA",earthquake,0.33,1.34,0.12, CA
1163,2021-01-20T02:30:57.360Z,33.2426667,-116.6651667,8.6,1.28,ci39762312,2021-01-20T02:34:38.576Z,"5km SSW of Warner Springs, CA",earthquake,0.23,0.52,0.173, CA
1168,2021-01-20T02:43:08.040Z,35.711834,-121.0251694,4.05,1.84,nc73513635,2021-01-20T02:44:47.266Z,"13km W of Lake Nacimiento, CA",earthquake,0.49,1.79,0.33, CA
1169,2021-01-20T02:43:39.200Z,38.8238335,-122.7901688,2.43,0.55,nc73513640,2021-01-20T02:45:16.238Z,"6km W of Cobb, CA",earthquake,0.42,1.22,, CA
1171,2021-01-20T03:07:09.580Z,38.8375015,-122.8083344,2.07,0.56,nc73513650,2021-01-20T03:16:06.860Z,"8km WNW of Cobb, CA",earthquake,0.34,1.13,, CA
1173,2021-01-20T03:33:37.730Z,40.336834,-122.0718307,9.01,1.9,nc73513655,2021-01-20T03:35:13.100Z,"20km WSW of Manton, CA",earthquake,0.45,1.46,0.14, CA
1175,2021-01-20T03:41:18.890Z,40.62649920000001,-121.6600037,-0.99,2.14,nc73513665,2021-01-20T03:45:09.016Z,"12km N of Viola, CA",earthquake,1.06,4.51,0.11, CA
1178,2021-01-20T04:03:44.890Z,36.8829994,-121.6194992,8.22,1.97,nc73513670,2021-01-20T04:05:22.213Z,"2km ESE of Aromas, CA",earthquake,0.32,0.8,0.21, CA
1179,2021-01-20T04:04:39.400Z,35.8563333,-117.68366670000002,8.12,0.94,ci39762336,2021-01-20T04:08:11.570Z,"22km ESE of Little Lake, CA",earthquake,0.38,1.02,0.205, CA
1180,2021-01-20T04:04:39.430Z,35.859333,-117.6861649,7.39,1.07,ci39762336,2021-01-20T04:06:44.429Z,"22km ESE of Little Lake, CA",earthquake,0.47,1.11,0.18, CA
1182,2021-01-20T04:18:38.970Z,37.3889999,-121.7405014,6.19,2.07,nc73513675,2021-01-20T04:20:17.584Z,"8km ENE of Alum Rock, CA",earthquake,0.13,0.35,0.2, CA
1188,2021-01-20T05:15:02.270Z,32.8798333,-115.49183329999998,6.58,1.45,ci39762344,2021-01-20T05:18:52.056Z,"8km ENE of Imperial, CA",earthquake,0.68,1.04,0.166, CA
1191,2021-01-20T05:41:05.870Z,38.8251648,-122.7823334,2.13,0.87,nc73513700,2021-01-20T05:42:44.006Z,"5km W of Cobb, CA",earthquake,0.39,0.89,0.19, CA
1192,2021-01-20T06:07:57.200Z,35.711,-117.5716667,9.95,1.42,ci39762368,2021-01-20T06:11:40.365Z,"14km NE of Ridgecrest, CA",earthquake,0.33,0.72,0.122, CA
1201,2021-01-20T06:56:08.300Z,38.8115005,-122.82050320000002,3.26,0.24,nc73513715,2021-01-20T07:05:07.086Z,"7km NW of The Geysers, CA",earthquake,0.28,0.79,0.12, CA
1202,2021-01-20T07:25:09.300Z,38.8393326,-122.8083344,2.14,0.56,nc73513725,2021-01-20T07:26:49.420Z,"8km WNW of Cobb, CA",earthquake,0.32,0.86,, CA
1204,2021-01-20T07:30:45.960Z,38.83399960000001,-122.8118362,1.85,0.56,nc73513730,2021-01-20T07:32:24.037Z,"8km W of Cobb, CA",earthquake,0.36,0.92,, CA
1205,2021-01-20T07:34:24.830Z,32.726501500000005,-115.9264984,10.76,1.49,ci39762528,2021-01-20T07:36:50.917Z,"6km E of Ocotillo, CA",earthquake,0.34,0.69,0.368, CA
1206,2021-01-20T07:34:25.080Z,32.7335,-115.9241667,7.53,1.34,ci39762528,2021-01-20T07:37:59.867Z,"6km E of Ocotillo, CA",earthquake,0.44,1.12,0.29100000000000004, CA
1214,2021-01-20T08:25:40.750Z,37.4533333,-118.843,2.22,0.78,nc73513735,2021-01-20T09:04:43.523Z,"19km SW of Toms Place, CA",earthquake,0.32,1.95,0.159, CA
1229,2021-01-20T09:13:58.360Z,33.5948333,-116.8055,6.63,1.11,ci39762688,2021-01-20T09:17:46.963Z,"13km WNW of Anza, CA",earthquake,0.22,0.42,0.125, CA
1232,2021-01-20T09:43:18.320Z,32.7316667,-115.80783329999998,14.28,1.3,ci39762696,2021-01-20T09:47:04.709Z,"17km E of Ocotillo, CA",earthquake,0.56,1.14,0.151, CA
1233,2021-01-20T10:00:37.810Z,38.8055,-122.81549840000002,3.22,0.32,nc73513745,2021-01-20T10:02:13.221Z,"6km WNW of The Geysers, CA",earthquake,0.44,0.79,0.24, CA
1236,2021-01-20T10:32:41.730Z,38.8351669,-122.7861633,1.4,0.56,nc73513755,2021-01-20T10:34:18.209Z,"6km WNW of Cobb, CA",earthquake,0.53,1.14,, CA
1237,2021-01-20T10:39:41.050Z,36.1563333,-118.0756667,2.83,1.89,ci39762704,2021-01-20T10:43:28.391Z,"15km SSW of Olancha, CA",earthquake,0.42,1.64,0.227, CA
1239,2021-01-20T10:42:45.140Z,38.8176651,-122.7958298,3.22,1.13,nc73513770,2021-01-20T10:45:55.946Z,"6km NW of The Geysers, CA",earthquake,0.23,0.41,0.09, CA
1244,2021-01-20T11:12:00.320Z,38.833168,-122.817337,0.97,0.61,nc73513780,2021-01-20T11:21:06.710Z,"8km NW of The Geysers, CA",earthquake,0.21,0.4,0.05, CA
1245,2021-01-20T11:14:08.930Z,37.4088326,-118.395668,5.47,2.08,nc73513785,2021-01-20T11:21:07.710Z,"3km NE of Dixon Lane-Meadow Creek, CA",earthquake,2.03,0.51,0.16, CA
1248,2021-01-20T11:23:21.430Z,35.8665,-117.6605,6.97,0.76,ci39762728,2021-01-20T11:26:56.931Z,"24km ESE of Little Lake, CA",earthquake,0.25,0.6,0.152, CA
1250,2021-01-20T11:44:53.720Z,37.9179993,-122.0315018,9.19,1.49,nc73513795,2021-01-20T11:46:33.653Z,"3km ENE of Walnut Creek, CA",earthquake,0.22,0.53,0.21, CA
1251,2021-01-20T11:54:15.840Z,37.9044991,-118.550499,0.34,2.22,nc73513800,2021-01-20T11:58:05.898Z,"40km NNE of Toms Place, CA",earthquake,0.43,4.79,0.16, CA
1253,2021-01-20T12:19:10.160Z,33.688999200000005,-116.7766647,17.48,1.15,ci39762736,2021-01-20T12:22:48.693Z,"8km SW of Idyllwild, CA",earthquake,0.45,0.94,0.18600000000000005, CA
1254,2021-01-20T12:19:10.240Z,33.6931667,-116.7788333,17.18,0.92,ci39762736,2021-01-20T12:22:59.382Z,"8km SW of Idyllwild, CA",earthquake,0.3,0.56,0.12, CA
1257,2021-01-20T12:47:51.600Z,38.8353348,-122.8078308,2.04,0.56,nc73513810,2021-01-20T12:49:28.074Z,"8km WNW of Cobb, CA",earthquake,0.63,1.57,, CA
1262,2021-01-20T14:02:11.280Z,36.0846667,-117.93533329999998,3.87,1.23,ci39762784,2021-01-20T14:05:47.543Z,"5km NNE of Coso Junction, CA",earthquake,0.38,0.76,0.253, CA
